R,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,T,P
1,2,0,0,0,3,0,0,0,0,2,0,2,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,4,4,4,0,0,0,4,4,4,0,0,0,0,0,0,0,4,4,0,4,0,0,4,0,0,5,200030000202000300300000000000000,004404044400044400000004404004005
0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,2,3,0,0,0,2,0,0,0,0,0,0,0,4,0,4,0,5,0,0,4,4,4,0,4,0,4,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,4,4,0,4,000300000000000200032300020000000,404050044404040000400404000004404
0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,3,0,4,4,0,0,0,4,4,0,4,0,0,0,4,0,4,0,4,0,0,0,5,4,4,4,0,4,0,0,0,0,0,4,002000030000002000000000000003023,044000440400040404000544404000004
0,0,0,0,0,3,2,0,3,0,0,0,0,3,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,4,4,0,4,4,4,0,0,5,0,0,0,0,0,0,4,4,4,0,0,4,0,0,4,0,000032030000300002002000000000000,004004404404440050000004440040040
0,0,2,0,0,0,0,2,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,4,0,0,0,4,0,4,4,4,5,4,0,0,4,4,0,4,4,4,0,0,4,0,0,0,0,0,0,0,020000203000000020000000300003000,040040004044454004404440040000000
0,0,0,0,0,0,0,3,0,2,2,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,4,0,0,4,0,0,4,0,4,0,4,4,0,0,0,5,4,4,4,0,0,0,0,4,0,4,4,0,0,0,0,000000302200000033000000000000200,404004004040440005444000040440000
0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,2,0,0,4,0,4,0,0,0,0,0,0,4,4,0,0,4,5,4,0,0,4,4,4,0,4,0,0,4,0,0,0,4,4,0,0,000000003000023000000000300020200,404000000440045400444040040004400
0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,3,0,0,0,0,3,0,0,0,4,4,4,4,4,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,0,0,4,5,4,0,4,0,4,4,0,0,0,200003000000000000020002300003000,444440004004000000400045404044000
0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,3,3,0,0,0,2,0,4,4,0,0,0,0,4,4,4,0,0,0,0,4,0,0,4,0,0,4,4,0,4,4,0,0,0,0,0,0,4,4,5,000000300000200000000020003300020,440000444000040040044044000000445
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,3,0,0,3,2,0,0,4,4,0,4,0,0,4,0,0,4,0,5,0,0,0,4,4,0,4,0,0,0,0,0,0,4,4,4,0,0,0,4,4,000000020000000200000300003003200,440400400405000440400000044400044
0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,4,0,4,4,5,0,0,0,4,4,0,4,4,4,4,0,0,0,0,4,0,000002003002000000000030003002000,000040000044404450004404444000040
0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,3,0,0,0,2,4,4,4,0,0,0,0,0,0,0,4,5,4,4,0,0,0,0,0,0,4,4,0,0,4,4,0,0,0,0,4,4,4,000000320000000000203000000030002,444000000045440000004400440000444
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,2,2,0,2,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,0,4,4,0,4,0,4,0,0,4,0,0,4,4,0,5,0,4,0,4,4,300000000000000000003000302202000,000004004004044040400400440504044
1,0,0,2,2,0,0,0,0,0,0,0,0,3,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,4,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,4,4,0,4,0,0,5,4,0,0,0,4,0,002200000000302300030000000000000,404440000000444400004404005400040
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,2,0,2,0,0,3,0,0,3,0,0,0,5,0,0,4,0,4,0,0,4,0,4,4,4,4,0,4,4,0,0,0,4,4,0,0,0,4,0,4,0,0,0,0,0,000000000000002003000202003003000,500404004044440440004400040400000
0,0,0,3,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,4,0,0,4,0,4,0,0,0,4,4,5,0,4,4,0,4,0,0,4,0,4,4,0,0,0,0,0,0,4,0,4,003000002003000000200000002000030,040040400044504404004044000000404
0,3,3,0,3,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,4,4,0,4,0,0,4,0,4,0,4,0,4,0,0,4,0,4,4,4,0,0,0,4,0,330300200000000020200000000000000,400000504404004040404004044400040
1,0,0,0,3,0,2,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,4,0,0,0,4,0,4,5,0,0,4,4,0,4,4,0,0,0,4,0,4,0,4,0,0,4,0,4,0,4,0,0,000302003000000000200000302000000,040004045004404400040404004040400
0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,3,0,0,0,0,0,2,0,0,0,0,0,0,4,0,4,4,0,0,0,4,0,0,0,0,4,0,4,0,0,4,4,0,0,4,0,0,0,4,0,0,4,4,0,4,5,320000000000003000023000002000000,404400040000404004400400040044045
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,0,0,4,4,0,4,0,0,0,4,0,0,5,0,0,4,0,0,0,0,4,4,0,000000000000003022200033000000000,000044444400440400040050040000440
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,2,4,4,0,4,0,0,4,0,0,4,4,4,0,0,4,0,0,4,0,4,0,0,0,4,0,0,0,4,4,0,0,0,5,000000003000003000000000002300022,440400400444004004040004000440005
0,0,0,2,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,3,0,0,0,0,0,0,4,0,4,0,0,4,4,4,0,4,4,0,0,0,0,0,4,0,0,0,0,5,0,4,0,4,0,0,4,4,0,4,0,002000300020000000300000203000000,404004440440000040000504040044040
1,0,0,0,0,0,2,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,2,3,0,0,3,0,0,0,0,0,0,0,4,0,0,4,4,0,5,0,4,0,4,4,4,0,0,0,4,0,0,0,0,0,0,4,4,4,4,0,0,0,4,0,0,000002000020030000000230030000000,400440504044400040000004444000400
1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,2,0,0,4,0,4,0,4,0,0,4,4,4,4,0,4,4,0,4,4,0,0,0,4,0,0,0,4,5,0,0,0,0,0,000002000000000020000300000033002,004040400444404404400040004500000
0,0,0,0,3,0,3,0,2,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,4,4,0,0,0,0,0,0,0,4,4,4,0,0,4,0,0,4,4,4,0,0,0,4,4,0,4,0,5,000303020020000030000000000000200,004044000000044400400444000440405
0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,2,0,4,0,4,0,4,4,4,4,4,0,0,0,0,0,5,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0,0,4,200000000000200030003300000000002,040404444400000500000444440000004
1,0,0,3,0,2,0,3,0,0,2,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,4,0,0,5,4,0,0,0,4,4,0,0,4,0,0,4,0,0,0,4,0,0,4,0,4,4,003020300200000032000000000000000,400044040054000440040040004004044
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,3,3,0,3,0,4,0,0,0,4,4,0,4,0,4,0,4,0,0,4,5,0,4,0,4,4,0,0,0,4,0,4,0,0,4,0,0,0,000000000000200000000000202033030,400044040404004504044000404004000
1,0,0,0,3,0,0,0,0,2,0,0,0,0,2,0,0,3,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,4,4,0,0,0,0,0,4,0,0,4,5,0,4,4,0,4,0,0,4,4,0,4,000300002000020030020000030000000,000004004444000004004504404004404
0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,3,3,0,2,0,0,0,4,0,4,4,5,0,4,0,0,0,4,4,0,0,0,0,4,0,0,4,4,0,0,0,0,4,0,0,0,4,4,0,4,000000030000200000000002003302000,404450400044000040044000040004404
0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,4,4,4,0,4,4,0,4,0,0,0,0,0,0,0,4,0,0,4,4,0,0,0,4,5,0,4,0,0,0,4,0,4,000000002200000020000000300030003,444044040000000400440004504000404
0,0,0,0,0,3,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,4,0,0,4,0,0,4,4,0,4,0,5,4,0,0,4,4,0,4,0,4,000030030000020000000202000003000,000400404000400400440405400440404
0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,3,2,0,0,0,2,0,0,0,0,0,3,0,0,0,0,4,0,4,0,0,0,4,0,0,0,4,4,4,0,4,0,4,0,0,0,0,0,4,4,0,4,0,0,4,5,0,0,4,000030000200000003200020000030000,404000400044404040000044040045004
1,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,4,0,0,4,0,0,4,0,0,0,4,0,4,0,0,0,0,4,4,0,0,0,0,4,0,4,4,0,4,4,0,4,5,303000000300000000002020002000000,400400400040400004400004044044045
0,0,2,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,0,0,0,0,0,0,0,0,4,0,0,0,4,4,4,0,0,0,4,0,0,4,4,0,5,4,0,4,0,4,4,0,0,0,0,4,4,0,0,020030300000000000000002302000000,004000444000400440540404400004400
0,0,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,4,4,0,0,0,0,0,4,0,0,4,0,4,0,0,4,4,4,4,5,4,0,4,4,0,4,0,0,0,0,0,030202000000000000300000200000003,004400000400404004444540440400000
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,2,0,0,0,0,2,0,0,0,0,3,2,0,0,0,5,0,0,0,4,4,0,0,0,4,0,0,0,4,4,4,0,4,4,0,0,0,4,4,4,0,4,0,0,4,0,0,000000000030000300020000200003200,050004400040004440440004440400400
0,2,2,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,4,0,0,0,0,4,0,0,4,0,0,0,4,4,0,5,0,0,4,0,4,4,4,0,4,4,0,0,4,0,4,0,0,223000003000000000000000000023000,400004004000440500404440440040400
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,3,0,0,3,2,0,0,4,0,0,0,0,0,4,0,0,0,4,0,4,0,0,0,4,0,0,0,4,4,4,5,4,0,4,0,4,0,0,4,4,000000020000000200000300003003200,400000400040400040004445404040044
0,0,0,3,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,3,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0,4,0,4,0,4,0,4,0,0,0,0,5,0,4,4,4,0,4,0,0,4,4,003000000020200000003020000030000,044000040004040404000050444040044
0,0,0,0,0,0,3,0,0,2,0,2,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,4,0,0,0,0,4,0,0,4,4,4,0,0,0,4,0,0,4,0,0,0,4,0,0,4,4,5,0,0,4,4,0,000003002020300003000000000000020,440000400444000400400040044500440
0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3,0,3,0,4,0,4,4,5,0,0,0,4,4,0,0,0,4,0,4,0,0,4,0,0,4,0,0,0,4,0,4,0,0,0,4,4,002000003000000000000220000003030,404450004400040400400400040400044
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,2,0,0,3,0,0,0,0,3,4,4,4,4,0,4,0,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,4,5,4,0,0,0,0,4,0,000020000000000000020003200300003,444404044000000400000044454000040
1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2,0,0,0,0,0,0,0,2,0,3,0,3,0,0,0,0,4,0,0,0,0,4,4,4,0,4,5,0,0,0,4,4,0,0,0,0,4,4,0,4,0,0,0,4,4,4,0,0,000000000000032002000000020303000,040000444045000440000440400044400
1,0,3,0,0,2,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,4,0,4,0,0,0,5,4,0,4,4,0,4,4,4,0,4,0,0,0,0,0,4,0,4,0,0,4,0,030020020003000000000300000020000,000440400054044044404000004040040
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,2,0,2,3,0,0,0,0,0,0,0,0,0,0,5,4,4,0,0,0,0,0,4,0,4,4,4,4,0,4,0,0,0,0,4,4,4,0,0,4,0,4,000000002000000003000030202300000,000005440000040444404000044400404
0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,3,0,0,0,2,4,0,0,0,0,0,4,0,0,0,4,4,4,0,0,0,0,0,4,4,4,4,4,4,0,5,0,4,0,0,0,4,0,000000320000000000203000000030002,400000400044400000444444050400040
0,0,2,0,0,0,0,2,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,5,4,4,4,0,0,0,4,0,4,4,4,0,4,0,4,4,0,0,0,0,020000203000000020000000300003000,004000044000544400040444040440000
0,0,0,0,0,0,0,0,3,3,0,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,0,5,0,0,4,4,0,0,4,4,4,4,4,0,0,0,0,0,4,4,0,0,4,000000033023000200000000020000000,040000040405004400444440000044004
0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,0,4,4,4,4,0,4,0,0,4,4,4,0,0,4,5,0,0,4,0,0,0,320000000000003000023000002000000,040400000400444404004440045004000
0,0,0,2,2,0,0,0,0,0,0,0,0,3,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,4,4,0,4,5,0,0,0,4,0,4,4,0,0,0,0,0,0,4,4,4,4,4,0,0,002200000000302300030000000000000,000404004404500040440000004444400
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,2,0,2,0,0,3,0,0,3,0,0,0,4,0,0,0,0,4,4,4,0,4,4,4,0,0,0,0,4,0,4,4,0,4,0,4,5,0,0,0,0,4,0,0,0,000000000000002003000202003003000,400004440444000040440404500004000
1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,3,0,3,0,0,0,0,3,4,4,4,0,4,4,0,0,4,0,0,4,4,4,0,0,4,0,0,5,0,0,0,0,4,0,0,0,4,0,0,4,0,000000200000000020020000030300003,444044004004440040050000400040040
0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,2,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,4,4,4,5,0,0,0,0,4,4,0,0,0,4,0,4,0,4,4,0,4,000002003002000000000030003002000,004040000040444500004400040404404
1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,2,3,0,0,0,2,0,0,0,0,0,0,0,4,4,4,0,4,0,0,0,4,0,0,0,5,0,4,4,4,4,4,4,0,0,0,0,0,0,4,0,0,4,0,0,0,000300000000000200032300020000000,444040004000504444440000004004000
1,0,0,0,0,0,0,0,0,3,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,2,0,0,0,4,4,4,4,0,0,4,0,0,0,4,0,4,0,0,0,5,0,0,0,4,4,4,0,4,0,0,4,0,0,4,0,000000003000023000000000300020200,044440040004040005000444040040040
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,0,0,4,0,0,0,0,0,4,0,0,0,0,4,5,0,4,0,0,0,0,4,4,0,000000000000003022200033000000000,004444444004000004000045040000440
1,0,0,0,3,0,2,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,4,4,0,0,4,4,0,0,4,4,4,0,4,0,4,0,4,0,4,0,0,0,5,000302003000000000200000302000000,004000040044004400444040404040005
1,0,0,2,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,3,4,4,0,0,0,0,0,4,0,0,4,0,4,4,4,0,0,0,0,0,4,4,4,0,4,0,4,0,0,0,4,0,5,002000030000002000000000000003023,440000040040444000004440404000405
1,0,0,3,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,2,0,0,0,0,0,0,4,0,4,4,5,4,0,4,0,0,4,0,0,0,4,4,0,0,0,4,4,0,0,4,0,0,4,0,4,0,003030000020000000000000300202000,000404454040040004400044004004040
0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,2,0,4,0,4,0,0,0,4,0,4,0,4,0,4,0,0,5,4,0,0,0,4,4,0,0,4,4,0,0,4,0,0,4,200000000000200030003300000000002,040400040404040054000440044004004
0,3,0,0,0,2,0,0,0,0,0,0,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,4,4,0,0,4,0,0,4,0,0,0,0,0,4,4,5,4,0,0,4,0,4,4,4,0,4,300020000000203200000000000030000,040000044004004000004454004044404
0,0,0,0,0,0,3,0,0,0,0,0,0,2,2,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,4,0,4,4,0,4,0,0,4,5,0,0,0,0,0,4,4,0,0,4,4,4,0,0,4,0,0,0,4,000003000000220000330000000000200,000440440400450000044004440040004
0,0,0,0,0,0,0,0,0,0,2,2,0,3,0,0,0,0,0,3,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,5,0,0,0,4,0,0,4,0,0,0,4,0,4,0,4,4,0,4,0,0,4,4,4,0,000000000220300000300203000000000,044000045000400400040404404004440
0,0,0,0,3,0,0,0,0,2,0,0,0,0,2,0,0,3,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,4,4,0,4,0,0,4,0,0,4,0,0,0,0,5,4,4,0,4,0,4,0,0,0,0,0,4,0,4,0,0,4,4,000300002000020030020000030000000,440400400400005440404000004040044
0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,4,5,4,4,0,4,0,0,0,4,4,4,0,4,0,0,0,0,0,4,0,4,0,0,0,0,0,4,4,0,0,4,0,000000002200000020000000300030003,454404000444040000040400000440040
0,0,0,0,0,3,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,3,0,0,0,5,4,0,0,0,4,0,0,4,0,4,0,4,0,4,4,0,4,0,0,0,0,0,0,4,0,4,0,4,0,0,4,4,000030030000020000000202000003000,540004004040404404000000404040044
1,3,3,0,3,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,4,0,4,0,0,4,4,0,4,4,4,4,0,4,0,4,0,0,4,0,0,0,4,0,330300200000000020200000000000000,400000050404004404444040400400040
0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,4,4,4,0,0,0,0,4,0,5,0,4,0,4,4,0,0,0,0,0,4,0,4,4,303000000300000000002020002000000,000040404444000040504044000004044
0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,3,2,0,0,0,2,0,0,0,0,0,3,0,0,0,0,4,4,0,5,0,0,4,4,4,0,0,0,4,4,0,0,4,0,4,0,4,0,0,0,4,4,0,0,0,4,0,0,0,000030000200000003200020000030000,440500444000440040404000440004000
0,0,0,0,0,0,2,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,2,3,0,0,3,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,4,0,0,0,0,4,0,4,0,4,4,0,0,4,0,4,4,0,0,0,4,4,5,000002000020030000000230030000000,444000000040000404044004044000445
0,0,0,0,0,0,3,0,0,2,0,2,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,4,0,5,0,0,4,0,0,0,0,0,0,0,4,4,0,4,4,0,4,0,0,4,4,0,4,0,0,0,4,0,4,000003002020300003000000000000020,440500400000004404404004404000404
1,0,0,2,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,3,0,0,0,0,0,0,4,4,0,4,0,0,4,0,4,0,4,0,4,0,4,0,0,4,0,0,0,4,4,0,4,0,0,5,0,0,0,4,0,002000300020000000300000203000000,440400404040404004000440400500040
0,0,0,0,0,3,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,2,0,4,0,4,4,4,4,4,4,4,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,4,0,4,4,000030030002000000000000003000202,040444444404000000400000000054044
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,2,0,0,0,0,2,0,0,0,0,3,2,0,0,5,4,4,0,4,0,0,0,4,0,4,4,4,0,0,0,0,0,0,4,0,4,0,0,4,4,0,0,0,0,4,0,4,000000000030000300020000200003200,544040004044400000040400440000404
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,3,3,0,3,0,4,0,0,4,0,0,0,4,0,4,4,4,0,4,4,0,4,0,0,0,0,4,0,0,0,0,0,4,4,0,5,0,4,000000000000200000000000202033030,400400040444044040000400000440504
0,0,3,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,4,5,0,4,0,4,0,0,4,4,4,4,4,0,0,0,4,0,4,4,0,0,4,0,030203000000000000000200003000200,000040000450404004444400040440040
1,0,0,2,2,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,0,0,4,0,4,4,4,5,002230000002000000000000300003000,404404000000044444000000000404445
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2,0,0,0,0,0,0,0,2,0,3,0,3,0,0,0,4,0,0,0,4,0,0,4,4,0,4,0,4,4,4,0,4,0,0,4,0,0,0,0,0,0,0,5,0,4,4,0,4,000000000000032002000000020303000,400040044040444040040000000504404
1,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,3,3,0,2,0,0,0,4,4,4,0,0,0,0,4,4,5,4,0,4,0,0,4,0,4,0,4,0,0,0,0,0,0,0,4,4,0,0,0,4,000000030000200000000002003302000,444000044540400404040000000440004
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,2,0,2,3,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,4,4,0,0,5,0,0,0,4,4,0,0,4,0,4,4,4,4,4,0,0,4,0,000000002000000003000030202300000,400000040044005000440040444440040
0,0,2,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,0,0,0,0,0,0,4,0,0,0,4,4,4,0,0,4,4,4,0,4,0,0,4,5,0,0,4,0,0,0,0,0,4,0,4,0,0,4,0,020030300000000000000002302000000,400044400444040045004000004040040
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,3,0,0,3,2,0,0,0,0,4,0,0,4,4,4,4,4,0,0,4,0,0,0,4,0,4,0,5,4,0,0,0,0,4,0,0,4,0,4,0,000000020000000200000300003003200,004004444400400040405400004004040
0,2,2,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,4,0,0,0,4,4,4,0,5,4,0,0,4,0,4,4,0,0,0,0,4,4,0,4,0,4,0,0,0,4,223000003000000000000000000023000,000400044405400404400004404040004
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,3,0,3,0,0,0,0,3,0,4,0,0,0,0,0,4,0,4,0,0,4,5,0,4,0,0,4,0,4,4,0,4,4,4,0,4,4,0,0,0,0,000000200000000020020000030300003,040000040400450400404404440440000
1,0,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,3,5,4,0,4,0,4,4,0,0,0,0,4,0,4,0,4,0,4,0,0,4,4,0,0,0,4,0,0,4,0,4,0,0,030202000000000000300000200000003,540404400004040404004400040040400
0,0,3,0,0,2,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,4,4,0,4,0,4,0,4,0,4,0,0,4,4,4,0,0,0,4,0,4,0,4,4,0,0,030020020003000000000300000020000,005000044040404040044400040404400
